,review,rating,clean_review,sentiment_text
115,dissipointed !!!!    (not comfortable)                                                                 Very bad for ears ...hardly 10 to 15mins u can listen music and then .....hhhhh ..pain start ...it also very tight... cushion not good ..(bakwass)                                  sound is quite good ..bass nice ..treble absent...mid is just ok type ...                                                                         build quality good ..specially plastic they used .....           con...READ MORE,1,dissipointed comfortable bad ears hardly mins u listen music hhhhh pain start also tight cushion good bakwass sound quite good bass nice treble absent mid ok type build quality good specially plastic used con read,Negative
116,Best headphone under 1k....I m really impressed with the battery backup (8hr) when continue listening with medium volume..Sound quality and extra bass is also good.It's cushions is not so soft but it is good & comfortable.READ MORE,4,best headphone k really impressed battery backup hr continue listening medium volume sound quality extra bass also good cushions soft good comfortable read,Positive
117,Really impressed with this...I was using in ear Sony Bluetooth which I was very much addicted n not convinced with any other over the head phones...but this 40 mm BOAT rocker's really rocked n I use this more now...technically its worth for the price ...n I am happy customer of BOAT brand...congratsREAD MORE,4,really impressed using ear sony bluetooth much addicted n convinced head phones mm boat rocker really rocked n use technically worth price n happy customer boat brand congratsread,Positive
118,I really like the product it is awesome but only this is that the product seal were open and it was dirty that means I was used by some1 before then me but the product is good and I like it I would like to suggest flipkart not to send the used product anyways the headphones are really awesomeREAD MORE,5,really like product awesome product seal open dirty means used product good like would like suggest flipkart send used product anyways headphones really awesomeread,Positive
119,I used this headset for quite a while it is very comfortable and is handy.I own a jbl t 350 but i think the build and design of boat 400 is better thank you flipkart.READ MORE,5,used headset quite comfortable handy jbl think build design boat better thank flipkart read,Positive
120,if i talk about the sound quality of this i want to rate 100+....very awsm quality of deep bass and very peaceful to my ears....  design - i liked this thing very much... because one of my friend owned this awsm product from him i get to know about this wonderful product i am in a search of.. sorry i cant say anything much about battery  back up because i am writing this review within 1day of this product delivery...      I LIKED THIS PRODUCT ......HOPE U ALL                   _______-SHI...READ MORE,5,talk sound quality want rate awsm quality deep bass peaceful ears design liked thing much one friend owned awsm product get know wonderful product search sorry cant say anything much battery back writing review within day product delivery liked product hope u shi read,Positive
121,very good headphone...built quality good..bass is super... microphone is not too good..also it is little uncomfortable after using 1hour...overall it is a good headphone with respect of it's price...I got it at just 999...wow deal at big saver day flipkartREAD MORE,4,good headphone built quality good bass super microphone good also little uncomfortable using hour overall good headphone respect price got wow deal big saver day flipkartread,Positive
122,Good sound quality in reasonable price Colour is amazing Volume set up is not much good and semi comfortable for wearing purpose but all over good productREAD MORE,4,good sound quality reasonable price colour amazing volume set much good semi comfortable wearing purpose good productread,Positive
123,"Great product. And the color white and green is also so great. Trust me on this one, this is a great product.READ MORE",5,great product color white green also great trust one great product read,Positive
124,Yes good and provides good bass. From a student giving ICSE 2020 BOARD EXAM HOLY angel school rajpuraREAD MORE,5,yes good provides good bass student giving icse board exam holy angel school rajpuraread,Positive
125,I received it on 23rd of January..the packaging was good and on time delivery..❤I have been using this headphones for around 3 weeks..and all is going good till now..Sound   - (9/10) - Balanced Sound👌Bass.     - (9/10) - Good Amount of Bass as many of us like.💓                                But initially i feel bass is not up to mark..                                But later on i used poweramp music player.                                 And then magically the quality was        ...READ MORE,4,received rd january packaging good time delivery using headphones around weeks going good till sound balanced sound bass good amount bass many us like initially feel bass mark later used poweramp music player magically quality read,Positive
126,"Thank you Flipkart for Fast delivery and sound , Quality Mind blowing . Bole to pesa Vasul Product . Thank you so much again Flipkart  😍🙏🙏🙏❤READ MORE",5,thank flipkart fast delivery sound quality mind blowing bole pesa vasul product thank much flipkart read,Positive
127,"It's good to play pubg with wired and it have extra bass but no build quality used it for 9months. Today it broken when I put in my ear. But when I got it I thought that it is very good build quality but it doesn't.Any way it was a good headphone for me to play pubg (while using wire, otherwise 1,2 second delay) Loved it 🤗😌 but no more 😕READ MORE",3,good play pubg wired extra bass build quality used months today broken put ear got thought good build quality way good headphone play pubg using wire otherwise second delay loved read,Neutral
128,Light weight and Stylish. Good sound quality bass can be better and has good battery back up. connectivity is low otherwise a great product.READ MORE,5,light weight stylish good sound quality bass better good battery back connectivity low otherwise great product read,Positive
129,Awesome product worth moneyNice sound nice build nice design but.....Only thing that didn't give this a 5 on 5 is The east cups are small and cushion it's not that appreciable it hurts your ears if you wear it for long periodsREAD MORE,4,awesome product worth moneynice sound nice build nice design thing give east cups small cushion appreciable hurts ears wear long periodsread,Positive
130,"excellent headset . good build quality,8to9 hour run time,  sound quality is also good in this price. i pay 900 for this. thanks to flipkart for giving us this type of sale.READ MORE",5,excellent headset good build quality hour run time sound quality also good price pay thanks flipkart giving us type sale read,Positive
131,"Its a decent good product for the price ,since I am using it for 4-5 month and I am not facing any issue with the sound  , the sound of this headphone are just satisfying and best in this price i must say , and talking about battery backup this headphone comes with a good battery  long lasting hence i used to play 1-2 hour daily so battery remain till 5-6 daysProblemThe only problem i faced after 1 month  with this product  is its Bluetooth range  and which problem is common in every Blueto...READ MORE",4,decent good product price since using month facing issue sound sound headphone satisfying best price must say talking battery backup headphone comes good battery long lasting hence used play hour daily battery remain till daysproblemthe problem faced month product bluetooth range problem common every blueto read,Positive
132,It's product is really too good . I'm really very happy with it bcos it's only for those who want a bajact WIRELESS headphone everything iss good with it only a it's looks sometime I feel is simple but it is not my cup of tea but if u r looking only for looking then u can go for others also but it's praformes iss too gud in this price i got it in Rs 1100✌️✌️READ MORE,5,product really good really happy bcos want bajact wireless headphone everything iss good looks sometime feel simple cup tea u r looking looking u go others also praformes iss gud price got rs read,Positive
133,Every thing is good at this price and giving a very nice look and it is not paining on my ear while wearing it and it is good product..READ MORE,5,every thing good price giving nice look paining ear wearing good product read,Positive
134,Great products..         Awesome sound..... Very pretty To see this nd   the sound quality was too good . I wish to take this products loved this product😍😍😍    7-8hrs of battery life (including 45 mins approx call time) awesome sounds output....READ MORE,5,great products awesome sound pretty see nd sound quality good wish take products loved product hrs battery life including mins approx call time awesome sounds output read,Positive
135,"Sound quality is good , bass is also decent but look wise it is not that much great overall I prefer boat rockerz 450 over Boat Rockerz 400READ MORE",4,sound quality good bass also decent look wise much great overall prefer boat rockerz boat rockerz read,Positive
136,"Sound clarity and bass is above average. Loved it. But the most irritating thing is that it's not comfortable at all. It holds both of our earpieces like a hell. Not recommended for gaming. Even though I'm a hard gamer. It cannot be used for more than 15mins (hardly). AUX is perfectly fine, no issue with that but the bluetooth connectivity also irritating me at some points. While using through bt, it produces some awkward sounds when we pause--play--pause-play a  video. First' I thought it's...READ MORE",3,sound clarity bass average loved irritating thing comfortable holds earpieces like hell recommended gaming even though hard gamer cannot used mins hardly aux perfectly fine issue bluetooth connectivity also irritating points using bt produces awkward sounds pause play pause play video first thought read,Neutral
137,"Best headphones at this price, i got it for 850 and for that its a steal deal.This is going to be a long term review, when i was buying this i have boat 450 in my mind too but somewhere i research both and found boat 450 is not durable and gets brick from its joints and also 450 have very heavy bass which kills mids and highs sometimes,For example in pubg if you using m762 and when you spray you will not able to hear anything else because of that heavy bass in boat 450.Now coming to boat 4...READ MORE",5,best headphones price got steal deal going long term review buying boat mind somewhere research found boat durable gets brick joints also heavy bass kills mids highs sometimes example pubg using spray able hear anything else heavy bass boat coming boat read,Positive
138,This headphones is very good for regular use but you can't use 3 or 4 hour because the cusion quality is not decent but in this price range this is awesome.... And better than zebronics zeb thunder infinity by jbl because its driver is too bigREAD MORE,5,headphones good regular use use hour cusion quality decent price range awesome better zebronics zeb thunder infinity jbl driver bigread,Positive
139,"I really like the headphones, the sound quality and the design is also very good and it is comfortable as well however if you want to buy this for calls so this is not the perfect product for you, the microphone is not perfect the other person on the phone won't be able to hear you clearly.READ MORE",4,really like headphones sound quality design also good comfortable well however want buy calls perfect product microphone perfect person phone able hear clearly read,Positive
140,"Built quality, base, colour are excellent. The foam material which holds on ears are made with quality products. One can adjust the soeakers in various directions. Aux cable and charger cable provided in the box. You can use  aux cable to enjoy music  if you have not available with bluetooth option. I opted for black and red model which is amazing. Go for it. You may get it within 964.00 in sale days.READ MORE",4,built quality base colour excellent foam material holds ears made quality products one adjust soeakers various directions aux cable charger cable provided box use aux cable enjoy music available bluetooth option opted black red model amazing go may get within sale days read,Positive
141,"This product is very amazing..it has good sound quality and design built is also good .The main point I purchased this was for microphone for online classes.. this product's mic is not so good..while talking, our voice is not audible to the receiver . Our voice comes with some external disturbances which results in fuzzy sound...READ MORE",4,product amazing good sound quality design built also good main point purchased microphone online classes product mic good talking voice audible receiver voice comes external disturbances results fuzzy sound read,Positive
142,I like the sound of this headphone I want white colour but it is Grey overall it is good good base good battery quality but design is not well but the price range is good thank you Flipkart for this product fast deliveryREAD MORE,3,like sound headphone want white colour grey overall good good base good battery quality design well price range good thank flipkart product fast deliveryread,Neutral
143,"The reason for choosing this one over all others---it works both with bluetooth and aux cable(wired).so bhagwan na kare agar bluetooth kharab ho jae toh u can still use aux cable to use it as wired. It's one advantage and a big one over others. Two in one. It's tight fit, ears will pain after 30-45 mins, but It mit get loosen with time. Voice is good, connectivity working fine till now. Bass is good. Looks good built wise. In short, leke baat khatam karo. 1399 me aur kya chahiye.READ MORE",5,reason choosing one others works bluetooth aux cable wired bhagwan na kare agar bluetooth kharab ho jae toh u still use aux cable use wired one advantage big one others two one tight fit ears pain mins mit get loosen time voice good connectivity working fine till bass good looks good built wise short leke baat khatam karo aur kya chahiye read,Positive
144,This bluetooth headphone really worth for money it has superb bass with best sound quality and build extremely unbelievable don't think for by just by right now  really really awesome broREAD MORE,5,bluetooth headphone really worth money superb bass best sound quality build extremely unbelievable think right really really awesome broread,Positive
145,-The product description page says it is Bluetooth v 4.1 but it is actually v 2.1 which means poor connectivity and range.-You have to adjust equalizer settings in your phone (if it allows) to get good sound else you will hear just bass and vocals and oth,3,product description page says bluetooth v actually v means poor connectivity range adjust equalizer settings phone allows get good sound else hear bass vocals oth,Neutral
146,"Headphone is good ..but it is not working reduce its sound and to do more.. in which the song has been given to return and back , its correct but it is just right to make the sound of the song more  is not...READ MORE",5,headphone good working reduce sound song given return back correct right make sound song read,Positive
147,Boat Rockerz 400 is very good headset. It has perfect bass for listening songs although I am a Lenovo k6 power user I have Dolby Atmos on my phone l run it on it. It gives me very good performance.l like the build quality. Boat is always my favourite headphone company.                 Thanks Flipkart and the seller.READ MORE,5,boat rockerz good headset perfect bass listening songs although lenovo k power user dolby atmos phone l run gives good performance l like build quality boat always favourite headphone company thanks flipkart seller read,Positive
148,"I purchased this model of boAt Rockerz400 and 1.           purchase flipkart smart headphone  and now after h 25 days both comparison I like Flipkart headphone because flipkart headphone sound quality is much better then boat 400 . Base, phone call voice and mic is very good of Flipkart headphone that is my experienceREAD MORE",5,purchased model boat rockerz purchase flipkart smart headphone h days comparison like flipkart headphone flipkart headphone sound quality much better boat base phone call voice mic good flipkart headphone experienceread,Positive
149,This is a very Reasonable Head phone with a great battery and with a pretty sound that make you happy proud or your purchase.Thank you BoAt for this amazing headphoneREAD MORE,5,reasonable head phone great battery pretty sound make happy proud purchase thank boat amazing headphoneread,Positive
150,Nice headset good bass battery backup is great. But seems to have problems with mic. But does a pretty good job. Noice cancellation is great.READ MORE,4,nice headset good bass battery backup great seems problems mic pretty good job noice cancellation great read,Positive
151,"Best headphones under 2000. Good bass ,good sound quality, but not good battery backup.but overall the best headphone is boat rockerz 400 one more problem is that low Bluetooth connectivity .READ MORE",5,best headphones good bass good sound quality good battery backup overall best headphone boat rockerz one problem low bluetooth connectivity read,Positive
152,"Sound quality is really good and comes with adequate bass. I think the build quality would have much better but still it's quite better than other brands providing in this budget,Battery backup is also literally very well. Should go for it if you want to have a great sound quality in budget.READ MORE",4,sound quality really good comes adequate bass think build quality would much better still quite better brands providing budget battery backup also literally well go want great sound quality budget read,Positive
153,clear HD audio without any distractions...         excellent sound....                                                            bass was awesome theatre like experience...          highly recommended product...                                  bought it for just 999/-  best in range...READ MORE,5,clear hd audio without distractions excellent sound bass awesome theatre like experience highly recommended product bought best range read,Positive
154,overall its a nice product ... bass is good .. voice accuracy is little inaccurate while playing songs .. battery backup is also good ... range is not actually 10m within 6-7min range it can be used... overall its a good product or we can say the  best value for money deal specially during the sales .. it little tight on ear .. so it can not be used for the day long ... except the mentioned issues it's very nice..READ MORE,4,overall nice product bass good voice accuracy little inaccurate playing songs battery backup also good range actually within min range used overall good product say best value money deal specially sales little tight ear used day long except mentioned issues nice read,Positive
155,"Nice product.....good sound , bass. Solid build. Best headphones under 1500. -2 stars for comfort and battery .. delivery was also pretty late 6-7 daysREAD MORE",3,nice product good sound bass solid build best headphones stars comfort battery delivery also pretty late daysread,Neutral
156,wahooo best product boat headphones best sound quality but delivery so late now but product best best flipkart parcel service is best for me thanku flipkart happy shoppingREAD MORE,4,wahooo best product boat headphones best sound quality delivery late product best best flipkart parcel service best thanku flipkart happy shoppingread,Positive
157,sound quality is average although bass is Good 🙄 ear cushion are lil bit smaller and it is tight for ears for long useage.. bt battery backup is good enough to listen songs on an average use... although noise canceling works.. good 😊 overall its a good product go for it coz its giving its best in this price range... 😋READ MORE,5,sound quality average although bass good ear cushion lil bit smaller tight ears long useage bt battery backup good enough listen songs average use although noise canceling works good overall good product go coz giving best price range read,Positive
158,Its a excellent product under this price range.Its a featured packed headphones with great bass and treble is quit decent too. pros..Excellent bassClear trebleseasy battery backupled indicatorcon..Not recommended for longer use cause it becomes uncomfortable (personal experience) maybe not for others.READ MORE,4,excellent product price range featured packed headphones great bass treble quit decent pros excellent bassclear trebleseasy battery backupled indicatorcon recommended longer use cause becomes uncomfortable personal experience maybe others read,Positive
159,Better than other competitors in this price segment....its way better than jbl t500bt which is price d at 3k....its competitor in terms are sound quality is sony wh ch 500 which is available at 3k in big billions ..go for it...my advise to those are thinking to buy one good pair of headphones is go to chroma or reliance digital and check the sound quality of various ranges of headphones and then buy one according to your budget.READ MORE,5,better competitors price segment way better jbl bt price k competitor terms sound quality sony wh ch available k big billions go advise thinking buy one good pair headphones go chroma reliance digital check sound quality various ranges headphones buy one according budget read,Positive
160,This is One of the best headphone coz features and quality is superb design is also cool. super extra bass and wireless function are also given. Music playback time is 8Hrs which I like the most. Guys go for it don't thinkREAD MORE,5,one best headphone coz features quality superb design also cool super extra bass wireless function also given music playback time hrs like guys go thinkread,Positive
161,ya this is best device  great voice and bassgreat design &. look i personally like itand you can try very fast deliveryREAD MORE,4,ya best device great voice bassgreat design look personally like itand try fast deliveryread,Positive
162,Pros:1) Sound quality is well balanced for Indian music.2)Every instrument as well as vocals can be heard clearly.3) Battery life is awesome easily lasts 8-9 hrs in a 3 hrs charge.4) Connectivity is decent goes up to 7-8 mtrs without any issue.5) Headphones are quite sturdy (my headphones gave fallen couple of times from a considerable distance but nothing happened)Cons:1) Ear cups are not that soft (gud for 1.5-2.5 hrs of use) after that it starts bothering your ear.2) Size & fit co...READ MORE,4,pros sound quality well balanced indian music every instrument well vocals heard clearly battery life awesome easily lasts hrs hrs charge connectivity decent goes mtrs without issue headphones quite sturdy headphones gave fallen couple times considerable distance nothing happened cons ear cups soft gud hrs use starts bothering ear size fit co read,Positive
163,best headphones in this price segment.. the best about this is that you can get this at 999 and get the sound quality of 3000 or 4000 headphones.. in love with boat Rockerz 400..READ MORE,5,best headphones price segment best get get sound quality headphones love boat rockerz read,Positive
164,battery backup is good design is also good sound clarity is best and bass is awesome.  this earphone has a snug fit means it will fit accordingly to your head size and bluetooth pairing is also fast. So overall its good. A must buy .READ MORE,5,battery backup good design also good sound clarity best bass awesome earphone snug fit means fit accordingly head size bluetooth pairing also fast overall good must buy read,Positive
165,the headphones are very much good and also come fast from Flipkart but the packaging of the headphones was not good enough the box was torn at some places but the delivery boy says it is torn because of travelling so I detected one star whether the headphones are very goodREAD MORE,4,headphones much good also come fast flipkart packaging headphones good enough box torn places delivery boy says torn travelling detected one star whether headphones goodread,Positive
166,"nice one..battry back up is great, can b played upto 6hr if it is charged fullybass too is great..but the headphone design n build quality is not much guddoesnt look so beautiful n attracting, any way sound, bass, battry backup is much great , well n satisfiaction.GO FOR ITREAD MORE",5,nice one battry back great b played upto hr charged fullybass great headphone design n build quality much guddoesnt look beautiful n attracting way sound bass battry backup much great well n satisfiaction go itread,Positive
167,brilliant product. super bass. very nice calling experience on this product. battery drain is good. good work by boAt.READ MORE,5,brilliant product super bass nice calling experience product battery drain good good work boat read,Positive
168,amazing prize and the product is outstanding I just love and love it I just recommend this headset to all just mind blowing product..READ MORE,5,amazing prize product outstanding love love recommend headset mind blowing product read,Positive
169,Awesome product sound is loud super light weight and folds almost inside!!. But one thing to note you can't change the volume in wired mode only in wireless mode you can change volume. Otherwise amazing product! I got it 999 in sale which the best price for this headphone!!READ MORE,4,awesome product sound loud super light weight folds almost inside one thing note change volume wired mode wireless mode change volume otherwise amazing product got sale best price headphone read,Positive
170,"I gave it four stars because there's humming sound when you are playing tracks (not when you've paused the music). Only hardcore music lovers will be able to detect it. I thought my product has this but after searching I saw very few people have mentioned it. Don't get me wrong, the sound quality is not at all bad and the humming sound is also not so loud. It will be okay for most of you. Battery backup is good. Connectivity range is average like most bl headset. I think green color gives a u...READ MORE",4,gave four stars humming sound playing tracks paused music hardcore music lovers able detect thought product searching saw people mentioned get wrong sound quality bad humming sound also loud okay battery backup good connectivity range average like bl headset think green color gives u read,Positive
171,"Everything is betrer and sound quality is awesome, battery backup good not excellent and design lovely looks. I LOVE THIS so again thank you for Flipkart and thank u boAt.READ MORE",5,everything betrer sound quality awesome battery backup good excellent design lovely looks love thank flipkart thank u boat read,Positive
172,"Awesome sound quality in the beginning I was like 8 hrs of battery backup will not be sufficient for a music lover like me , then after purchasing & starting using it I came to know that I don't listen to music for more than 3 hrs a day so I can use it for almost 3 days in a single charge so I am over all happy with this headphone for everything a recommended product by me .READ MORE",5,awesome sound quality beginning like hrs battery backup sufficient music lover like purchasing starting using came know listen music hrs day use almost days single charge happy headphone everything recommended product read,Positive
173,nice headphones of boat super sound quality was very nice 999/- very nice product mfd. by boatREAD MORE,5,nice headphones boat super sound quality nice nice product mfd boatread,Positive
174,nice osm quality thank you Flipkart love you 😘. goodREAD MORE,5,nice osm quality thank flipkart love goodread,Positive
175,these are the best headphones...thanks to Flipkart for selling at 999....if u get it at this price then this is the best earphones in these price category...pros1.good bass2.nice sound quality3. battery backup of 8hrs pluscons1. takes 2 hrs to charge fully2.felt call flickering sometimes3.built could have been improved to hide the connecting wire between earpiecesoverall I have used JBL t450t and Sony headphones...and this one is good in terms of sound quality at the price of 999.....READ MORE,5,best headphones thanks flipkart selling u get price best earphones price category pros good bass nice sound quality battery backup hrs pluscons takes hrs charge fully felt call flickering sometimes built could improved hide connecting wire earpiecesoverall used jbl sony headphones one good terms sound quality price read,Positive
176,Sound is awesome and you will truly love its battery backup but boat should had worked well on its comfort as these make your ear paining in 30-40 min. but if you can tolerate little bit pain then go for it. I purchased it for 999 during sale.READ MORE,4,sound awesome truly love battery backup boat worked well comfort make ear paining min tolerate little bit pain go purchased sale read,Positive
177,"great product at great prices.ordered after a lot of search in YouTube. so at last ordered it.using it for more than u days. now i m writing review of it.review -  this is the best wireless on ear headphones with great brand value. i didn't find any cons. sound quality , bass , everything is great. very compact.battery pack up is awesome. (on standby usage using it for more than 7 days)looks great , stylish. no pains on my ear.   must buy.thank you.READ MORE",5,great product great prices ordered lot search youtube last ordered using u days writing review review best wireless ear headphones great brand value find cons sound quality bass everything great compact battery pack awesome standby usage using days looks great stylish pains ear must buy thank read,Positive
178,Good Wish master is very polite with helping natureREAD MORE,5,good wish master polite helping natureread,Positive
179,"awesome bass , good sound quality but after sometimes heating sensation feels on ear .. fast delivery from flipkart..value for the customersREAD MORE",4,awesome bass good sound quality sometimes heating sensation feels ear fast delivery flipkart value customersread,Positive
180,its been a month I've been using these headphones. I absolutely have no complains regarding this headphones sound quality. builtwise it feels a little tighter after using it for long time.but I can deal with it that's not a issue for me. what I loved the most of this product is the battery backup. for those who are looking for a good battery backup just blindly go for it. what disappointed me most is the Mic quality. I mean it literally sucks.. Even if you talk with your highest tone of v...READ MORE,5,month using headphones absolutely complains regarding headphones sound quality builtwise feels little tighter using long time deal issue loved product battery backup looking good battery backup blindly go disappointed mic quality mean literally sucks even talk highest tone v read,Positive
181,Average product. Good enough for the price range.Pros : 1. Excellent bass 2. Excellent range3. Excellent battery backup4. Excellent ear cushions.5. Decent build quality.6. Very good volume.Cons : 1. The mic is USELESS. It is placed in a bad position which cannot catch voice from mouth. Picks up unwanted surrounding noise. Makes it pathetic for the person you are talking to understand anything you are saying.2. A click sounds happens when playing on bluetooth especially if the volu...READ MORE,3,average product good enough price range pros excellent bass excellent range excellent battery backup excellent ear cushions decent build quality good volume cons mic useless placed bad position cannot catch voice mouth picks unwanted surrounding noise makes pathetic person talking understand anything saying click sounds happens playing bluetooth especially volu read,Neutral
182,Good product but quality of music is not good and bass well totally best product to best product and battery backup too good and I got to 1000 rupees only in offer but out side of head phone packet very dustedREAD MORE,4,good product quality music good bass well totally best product best product battery backup good got rupees offer side head phone packet dustedread,Positive
183,"I'm writing this review after almost a year of purchase of this headphone. 1. Excellent budget headphone. However, there is no 'extra bass' as advertised but the sound quality for a low price of ₹999 (I bought the headphone on BBD sales) is really good. 2. Wireless connectivity is also good along with good battery backup of the headphone.3. The grip of the headphone on the head is really good, even if you do sudden head movements or enjoy the music by rhythmicly bobbing your head, the head...READ MORE",5,writing review almost year purchase headphone excellent budget headphone however extra bass advertised sound quality low price bought headphone bbd sales really good wireless connectivity also good along good battery backup headphone grip headphone head really good even sudden head movements enjoy music rhythmicly bobbing head head read,Positive
184,"I received it after 3 days, I open the box and put it on my head ... you know what happened next...!!!Out of my surprise, Sound quality was so good, Sound quality feels like you watching movie in theatre. I wasn't knowing this headphone can perform this much better, I am very glad to get this. Really, this headphone proves tagline of boat, ""Plug into Nirvana""Thank you boAt & Flipkart.😍👏😎READ MORE",5,received days open box put head know happened next surprise sound quality good sound quality feels like watching movie theatre knowing headphone perform much better glad get really headphone proves tagline boat plug nirvana thank boat flipkart read,Positive
185,"Bought this during BIG BILLION SALE for Rs.999 and Headphones are working so far so good.1. BASS is not that much as mentioned and advertised,but considering the price is good. You will feel the vibrant bass in some bass boosted songs but there will no amplifiable system of bass in every song.2. Comfort is good, some users who are new to on ear headphones will feel pain after usage but thats normal as bass only come true when headphones are stick to ears tightly. Thats why these headphones ...READ MORE",5,bought big billion sale rs headphones working far good bass much mentioned advertised considering price good feel vibrant bass bass boosted songs amplifiable system bass every song comfort good users new ear headphones feel pain usage thats normal bass come true headphones stick ears tightly thats headphones read,Positive
186,Here s my reviewPros1. material is good2. nice sound3. design & color is good4. battery back up is also good5. For Bass - Its good only on Bass boosted songs on YoutubeCons1. Very very tight to ears. you have to take off after every 10 min 2. Bass should be more3. little High priceREAD MORE,3,reviewpros material good nice sound design color good battery back also good bass good bass boosted songs youtubecons tight ears take every min bass little high priceread,Neutral
187,Everything thing good and while connected with Bluetooth if make an voice call hearing is perfect but voice makes very low and not audible to opposite caller I think mic is not working wellREAD MORE,4,everything thing good connected bluetooth make voice call hearing perfect voice makes low audible opposite caller think mic working wellread,Positive
188,"OK now I will give you a detailed review of Boat Rockers  400. I am reviewing after 3months PROS :* Light weight. It is similar to carrying a 100 pages notebook* Sound Quality at the best level especially Bass is simply superb.*Noise cancelation is at the top.. I travel by local train often.. I sat near the Window seat and used this headphones one day, I was totally amazed at its noise cancelation. I am unable to hear a little bit of sound of the Running Train.*Dual working mode. Th...READ MORE",5,ok give detailed review boat rockers reviewing months pros light weight similar carrying pages notebook sound quality best level especially bass simply superb noise cancelation top travel local train often sat near window seat used headphones one day totally amazed noise cancelation unable hear little bit sound running train dual working mode th read,Positive
189,the sound quality is superb all the bass lovers will like it ...given the price tag one can't ask for anything better than this only reason I'm giving one star less is that while using it on Bluetooth mode the microphone doesn't work at all so there is a mild disappointment.READ MORE,4,sound quality superb bass lovers like given price tag one ask anything better reason giving one star less using bluetooth mode microphone work mild disappointment read,Positive
190,bass is not so good like digital so I return it but very impressive with flipkart s refund only in 2 hours my money will deposited in my bank account this policy is very impressive by flipkartREAD MORE,1,bass good like digital return impressive flipkart refund hours money deposited bank account policy impressive flipkartread,Negative
191,"overall good headphone with great build quality, but at starting little bit uncomfortable on ears but once you are comfortable with it, it's a nice headphone to go on withREAD MORE",4,overall good headphone great build quality starting little bit uncomfortable ears comfortable nice headphone go withread,Positive
192,"awesome product...awesome bass .. recommended to everyone to buy. It's bass is very good ,battery backup is awesome and finally the sound is very clearREAD MORE",5,awesome product awesome bass recommended everyone buy bass good battery backup awesome finally sound clearread,Positive
193,Headphone Too much tight on ear.Boat think our ear made by real rocks.but no.Human used they headphone.sound quality good but comfort are okok.battery also okok.But in this price 899.This was a good deal.so i booght it.READ MORE,5,headphone much tight ear boat think ear made real rocks human used headphone sound quality good comfort okok battery also okok price good deal booght read,Positive
194,"At this price range the product is 👏✊👍. sound🔊 quality is very good😎 and crystal 🔮 clear, bass is also deep,, Products is very durable. battery🔋 life also very good👍. Shipment hd taken some time🕒 Approximately 9 days.. but after getting this cool product my mind is settled down. Thank 🙏💕u Boat for this creation and thank 🙏💕u Flipkart for ur good service 👳.READ MORE",5,price range product sound quality good crystal clear bass also deep products durable battery life also good shipment hd taken time approximately days getting cool product mind settled thank u boat creation thank u flipkart ur good service read,Positive
195,"I will review this product by followingSOUND QUALITYit have a good sound quality but a great bass. Even at maximum volume headphone starts vibrating and your ears vibrates too. But as due to good bass effect, those other sweet tones are supressed. So if you are fan of sweet and clear music this product is 'little' disapointed for you but if you ar fan of rock, jazz ang high bass and all other music, it is great for you.NOISE CANCELLATIONWell noise cancelation is good. But for listner only...READ MORE",5,review product followingsound qualityit good sound quality great bass even maximum volume headphone starts vibrating ears vibrates due good bass effect sweet tones supressed fan sweet clear music product little disapointed ar fan rock jazz ang high bass music great noise cancellationwell noise cancelation good listner read,Positive
196,Amazing sound Super bassBattery life excellent Aux cables great quality Excellent treble and base Everything is good except for design. Ears are paining if used for more than 1 hour continuously. Otherwise a great buy for me as I got in offer for 799READ MORE,4,amazing sound super bassbattery life excellent aux cables great quality excellent treble base everything good except design ears paining used hour continuously otherwise great buy got offer read,Positive
197,"only issue is Bluetooth range its support upto 15 fit for calling, 20 fit for song after that you get voice breakmic is not good for calling.Use for only music n enjoy nice sounds quality and base.READ MORE",3,issue bluetooth range support upto fit calling fit song get voice breakmic good calling use music n enjoy nice sounds quality base read,Neutral
198,"I rate this product according to the price i got it at the Price of only 999 so at the price of 999 this is ths best available Bluetooth headphone in tha market.I have been using it for more than 3 months now. Still the battery backup is like 7 to 8 hours in full volume. The audio quality is just awesome in its price range. Descent low and mids, perfectly equalised highs and yes it perfectly fits too. No uncomfortableness.READ MORE",5,rate product according price got price price ths best available bluetooth headphone tha market using months still battery backup like hours full volume audio quality awesome price range descent low mids perfectly equalised highs yes perfectly fits uncomfortableness read,Positive
199,"Awesome product guys you should go for it and believe that the bass is awesome, fab, mind blowing and what not. I would also like to thank flipkart for awesome deliveryREAD MORE",5,awesome product guys go believe bass awesome fab mind blowing would also like thank flipkart awesome deliveryread,Positive
200,"the all over performance is good 1-sound quality 2-battery backup3-charging time 4-quality of material all good except it is little tight on ears due to which,cannot wear more than 5 min,,due to this i sold it...so its on you every one have different size of head,,,but except this problem all goodREAD MORE",3,performance good sound quality battery backup charging time quality material good except little tight ears due cannot wear min due sold every one different size head except problem goodread,Neutral
